"id","hadith_no","source","tradition","bab","text_ar"
"zayd_0398","398","Musnad al-Imam Zayd ibn Ali","Zaydi","","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: إذا رجع الشاهد ضمن."
"zayd_0399","399","Musnad al-Imam Zayd ibn Ali","Zaydi","","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) لا تجوز شهادة ولد لوالده ولا والد لولده الا الحسن والحسين فان رسول الله صلى الله عليه وآله شهد لهما بالجنة."
"zayd_0400","400","Musnad al-Imam Zayd ibn Ali","Zaydi","باب اليمين والبينة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه استحلف رجلا مع بينته ."
"zayd_0401","401","Musnad al-Imam Zayd ibn Ali","Zaydi","باب اليمين والبينة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: البينة على المدعي واليمين على المنكر. سألت زيدا بن علي (ع م) عن شاهد ويمين قال: لا الا بشاهدين كما قال الله تعالى فان لم يكونا رجلين فرجل وامرأتان."
"zayd_0402","402","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: اول القضاء ما في كتاب الله عزوجل ثم ما قاله رسول الله صلى الله عليه وآله ثم ما أجمع عليه الصالحون فان لم يوجد ذلك في كتاب الله تعالى ولا في السنة ولا فيما أجمع عليه الصالحون اجتهد الإمام في ذلك لا يألو احتياطا واعتبر وقاس الامور بعضها ببعض فإذا تبين له الحق أمضاه ولقاضي المسلمين من ذلك ما لامامهم."
"zayd_0403","403","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: بعثني رسول الله صلى الله عليه وآله إلى اليمن فقلت يارسول الله تبعثني وانا شاب لا علم لي بالقضاء، قال فضرب يده في صدري ودعا لي، فقال اللهم اهد قلبه وثبت لسانه ولقنه الصواب وثبته بالقول الثابت، ثم قال: يا علي إذا جلس بين يديك الخصمان فلا تعجل بالقضاء بينهما حتى تسمع ما يقول الآخر، يا علي لا تقض بين اثنين وانت غضبان ولا تقبل هدية مخاصم ولا تضيفه دون خصمه فان الله عزوجل سيهدي قلبك ويثبت لسانك، قال: فقال عليه السلام فوالذي فلق الحبة وبرأ النسمة ما شككت في قضاء بعد."
"zayd_0404","404","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: القضاء ثلاثة قاضيان في النار وقاض في الجنة، قاض قضى فترك الحق وهو يعلم، وقاض قضى بغير الحق وهو لا يعلم فهذان في النار، وقاض قضى بالحق وهو يعلمه فهو في الجنة."
"zayd_0405","405","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: إذا قضى القاضي وأخطأ ثم علم رد قضاؤه."
"zayd_0406","406","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن على (ع م) قال: إذا حبس القاضي رجلا في دين ثم تبين له افلاسه وحاجته اخرجه حتى يستفيد مالا ثم يقول إذا استفدت مالا فاقسمه بين غرمائك."
"zayd_0407","407","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: الصلح جائز بين المسلمين، الا صلحا أحل حراما أو حرم حلالا."
"zayd_0408","408","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قضى في رجل في يده دابة شهد له عليها شاهدان انها دابته نتجت عنده وأقام رجل شاهدين انها دابته ولم يشهد شاهداه انها نتجت عنده فقضى ان الناتج اولى من العارف."
"zayd_0409","409","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يأمر شريحا بالجلوس في المسجد الاعظم وكان يعطي شريحا على القضاء رزقا من بيت مال المسلمين."
"zayd_0410","410","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: البينة العادلة اولى من اليمين الفاجرة. سألت زيدا بن علي (ع م) عن تفسير ذلك قال: هو الرجل يحلف على حق الرجل ثم تقوم البينة لصاحب الحق على حقه فينبغي للامام ان يقضي له بذلك."
"zayd_0411","411","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: خمسة اشياء إلى الإمام صلاة الجمعة والعيدين وأخذ الصدقات والحدود والقضاء والقصاص."
"zayd_0412","412","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في دابة بيد رجل ادعاها رجل ولاحدهما شاهدان وللآخر ثلاثة شهود، قال هو بينها على خمسة لصاحب الشاهدين الخمسان ولصاحب الثلاثة الثلاثة الاخماس."
"zayd_0413","413","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في جارية بين رجلين وطئاها جميعا فولدت ابنا، قال: هو ابنهما جميعا يرثهما ويرثانه وهو للباقي منهما."
"zayd_0414","414","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في ستة غلمة سبحوا فغرق احدهم في الفرات فشهد اثنان على ثلاثة انهم اغرقوه وشهد الثلاثة على الاثنين انهما أغرقاه فقضى امير المؤمنين علي عليه السلام بخمسين الدية على الثلاثة وبثلاثة أخماس الدية على الاثنين."
"zayd_0415","415","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قضى بشهادة امرأة واحدة وكانت قابلة على الولادة وصلى عليه بشهادتها وورثه بشهادتها."
"zayd_0416","416","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قال: إذا باع الرجل متاعا من رجل وقبضه ثم افلس قال البائع اسوة الغرماء."
"zayd_0417","417","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يبيع متاع المفلس إذا التوى على غرمائه وإذا ابى ان يقضي ديونه."
"zayd_0418","418","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يحبس في النفقة وفي الدين وفي القصاص وفي الحدود وفي جميع الحقوق وكان يقيد الدعار بقيود لها أقفال ويوكل بهم من يحلها لهم في أوقات الصلاة من أحد الجانبين."
"zayd_0419","419","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه بنى سجنا وسماه نافعا ثم بداله فنقضه وسماه مخيسا وجعل يرتجز ويقول: ألم تراني كيسا مكيسا * بنيت بعد نافع مخيسا"
"zayd_0420","420","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه سأل عثمان ابن عفان ان يحجر على عبد الله بن جعفر رضي الله عنهما وذلك انه بلغه انه اشترى شيئا فغبن فيه بأمر مفرط."
"zayd_0421","421","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قضى في الشرب ان أهل السفل امراء على أهل العلو وجعله بينهم على الحصص."
"zayd_0422","422","Musnad al-Imam Zayd ibn Ali","Zaydi","باب القضاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قضى في العبد يلزمه الدين ثم يعتقه سيده ان السيد ضامن لدينه ان كان يعلم بالدين وان كان أعتقه وهو لا يعلم بالدين ضمن قيمته للغرماء."
